season,weekday,weathersit,temp,atemp,hum,windspeed,cnt,time_of_day
Fall,5,Clear,9.86,9.9974,0.46,19.0012,189,Evening
Fall,5,Clear,8.92,7.001,0.62,8.9981,250,Evening
Fall,5,Clear,7.98,7.001,0.66,7.0015,362,Evening
Fall,5,Clear,7.98,7.9976,0.61,0,318,Evening
Fall,5,Clear,7.98,7.9976,0.61,0,199,Evening
Fall,5,Clear,6.1,5.9978,0.81,0,150,Night
Fall,5,Clear,6.1,5.9978,0.75,0,140,Night
Fall,5,Clear,5.16,5.0012,0.87,0,129,Night
Fall,5,Clear,5.16,5.0012,0.81,0,94,Night
Fall,6,Mist,4.22,1.9982,0.81,7.0015,77,Night
Fall,6,Mist,4.22,1.0016,0.7,11.0014,66,Night
Fall,6,Mist,5.16,3.998,0.61,6.0032,60,Night
Fall,6,Mist,5.16,3.998,0.61,6.0032,25,Night
Fall,6,Mist,4.22,1.9982,0.65,7.0015,3,Night
Fall,6,Clear,4.22,1.0016,0.6,11.0014,6,Morning
Fall,6,Clear,3.28,1.0016,0.65,7.0015,11,Morning
Fall,6,Clear,3.28,-0.9982,0.65,12.998,11,Morning
Fall,6,Clear,4.22,1.9982,0.65,8.9981,73,Morning
Fall,6,Clear,5.16,1.0016,0.61,19.0012,149,Morning
Fall,6,Clear,7.04,3.998,0.57,16.9979,192,Morning
Fall,6,Clear,7.04,3.0014,0.53,27.9993,236,Morning
Fall,6,Clear,7.04,3.0014,0.45,27.9993,283,Morning
Fall,6,Clear,7.98,3.998,0.34,27.9993,286,Evening
Fall,6,Clear,7.98,3.998,0.31,22.0028,293,Evening
Fall,6,Clear,7.98,3.998,0.34,23.9994,299,Evening
Fall,6,Clear,7.04,3.0014,0.31,26.0027,241,Evening
Fall,6,Clear,5.16,1.0016,0.36,22.0028,185,Evening
Fall,6,Clear,4.22,1.0016,0.38,15.0013,172,Evening
Fall,6,Clear,4.22,-0.0016,0.38,19.0012,154,Evening
Fall,6,Clear,3.28,-0.9982,0.35,15.0013,124,Night
Fall,6,Clear,2.34,-2.0014,0.44,15.0013,83,Night
Fall,6,Clear,2.34,-0.9982,0.41,8.9981,95,Night
Fall,6,Clear,1.4,-2.0014,0.47,11.0014,66,Night
Fall,0,Clear,1.4,-2.998,0.51,15.0013,74,Night
Fall,0,Clear,-0.48,-6.001,0.59,15.0013,62,Night
Fall,0,Clear,0.46,-4.9978,0.55,16.9979,52,Night
Fall,0,Clear,-0.48,-4.0012,0.59,8.9981,19,Night
Fall,0,Clear,-0.48,-4.9978,0.59,11.0014,5,Night
Fall,0,Clear,0.46,-2.0014,0.59,7.0015,6,Morning
Fall,0,Clear,-0.48,-0.9982,0.59,0,10,Morning
Fall,0,Clear,0.46,-0.0016,0.55,0,31,Morning
Fall,0,Clear,-0.48,-0.9982,0.69,0,72,Morning
Fall,0,Clear,1.4,1.0016,0.59,0,107,Morning
Fall,0,Clear,3.28,3.0014,0.44,0,194,Morning
Fall,0,Clear,4.22,3.998,0.35,0,197,Morning
Fall,0,Clear,4.22,3.998,0.35,0,288,Morning
Fall,0,Clear,6.1,5.9978,0.31,0,268,Evening
Fall,0,Clear,6.1,5.9978,0.28,0,242,Evening
Fall,0,Clear,6.1,5.9978,0.26,0,266,Evening
Fall,0,Clear,6.1,5.9978,0.26,0,206,Evening
Fall,0,Clear,5.16,5.0012,0.3,0,163,Evening
Fall,0,Clear,3.28,-0.9982,0.48,12.998,163,Evening
Fall,0,Clear,2.34,-0.9982,0.55,12.998,105,Evening
Fall,0,Clear,2.34,-0.0016,0.55,7.0015,72,Night
Fall,0,Clear,2.34,1.9982,0.55,0,63,Night
Fall,0,Clear,2.34,1.9982,0.55,0,43,Night
Fall,0,Clear,1.4,1.0016,0.69,0,35,Night
Fall,1,Clear,1.4,-0.9982,0.69,6.0032,20,Night
Fall,1,Clear,1.4,1.0016,0.69,0,9,Night
Fall,1,Clear,1.4,1.0016,0.69,0,4,Night
Fall,1,Clear,0.46,-0.0016,0.74,0,2,Night
Fall,1,Clear,0.46,-0.0016,0.74,0,3,Night
Fall,1,Clear,-0.48,-0.9982,0.8,0,21,Morning
Fall,1,Clear,-0.48,-4.0012,0.8,7.0015,64,Morning
Fall,1,Clear,-1.42,-6.001,0.86,8.9981,235,Morning
Fall,1,Mist,-0.48,-4.0012,0.8,7.0015,385,Morning
Fall,1,Mist,0.46,-2.0014,0.74,6.0032,220,Morning
Fall,1,Mist,2.34,-0.0016,0.69,7.0015,105,Morning
Fall,1,Mist,4.22,3.0014,0.6,6.0032,115,Morning
Fall,1,Clear,5.16,3.0014,0.52,7.0015,145,Morning
Fall,1,Mist,6.1,5.0012,0.52,7.0015,166,Evening
Fall,1,Mist,7.04,5.9978,0.53,8.9981,111,Evening
Fall,1,Mist,7.04,5.9978,0.57,7.0015,132,Evening
Fall,1,Mist,7.04,5.9978,0.57,6.0032,214,Evening
Fall,1,Mist,6.1,5.9978,0.56,0,359,Evening
Fall,1,Clear,6.1,5.0012,0.56,6.0032,357,Evening
Fall,1,Clear,5.16,3.998,0.61,6.0032,241,Evening
Fall,1,Clear,6.1,5.0012,0.56,6.0032,165,Night
Fall,1,Clear,4.22,3.998,0.81,0,121,Night
Fall,1,Clear,4.22,3.998,0.7,0,71,Night
Fall,1,Clear,3.28,3.0014,0.75,0,45,Night
Fall,2,Clear,2.34,1.9982,0.8,0,17,Night
Fall,2,Clear,1.4,1.0016,0.8,0,4,Night
Fall,2,Clear,1.4,1.0016,0.8,0,2,Night
Fall,2,Clear,0.46,-0.0016,0.8,0,3,Night
Fall,2,Clear,1.4,1.0016,0.8,0,4,Night
Fall,2,Clear,0.46,-0.0016,0.86,0,20,Morning
Fall,2,Clear,1.4,1.0016,0.8,0,92,Morning
Fall,2,Clear,-0.48,-4.9978,0.8,11.0014,223,Morning
Fall,2,Clear,1.4,-0.9982,0.69,7.0015,400,Morning
Fall,2,Clear,4.22,1.0016,0.6,11.0014,233,Morning
Fall,2,Clear,6.1,3.998,0.52,11.0014,102,Morning
Fall,2,Clear,7.98,5.0012,0.46,16.9979,124,Morning
Fall,2,Clear,8.92,5.9978,0.43,23.9994,167,Morning
Fall,2,Clear,10.8,11.0006,0.37,22.0028,127,Evening
Fall,2,Clear,10.8,11.0006,0.37,16.9979,134,Evening
Fall,2,Clear,10.8,11.0006,0.35,16.9979,151,Evening
Fall,2,Clear,9.86,9.9974,0.37,16.9979,207,Evening
Fall,2,Clear,8.92,7.001,0.4,12.998,398,Evening
Fall,2,Clear,7.98,5.0012,0.42,15.0013,382,Evening
Fall,2,Clear,7.04,5.0012,0.49,11.0014,267,Evening
Fall,2,Clear,7.04,5.0012,0.49,11.0014,161,Night
Fall,2,Clear,6.1,3.998,0.52,11.0014,139,Night
Fall,2,Clear,6.1,3.998,0.52,11.0014,107,Night
Fall,2,Clear,4.22,3.998,0.7,0,59,Night
Fall,3,Clear,4.22,3.998,0.75,0,22,Night
Fall,3,Clear,4.22,3.998,0.75,0,8,Night
Fall,3,Clear,4.22,3.998,0.75,0,2,Night
Fall,3,Clear,5.16,5.0012,0.65,0,3,Night
Fall,3,Clear,4.22,3.998,0.75,0,4,Night
Fall,3,Mist,4.22,3.998,0.81,0,26,Morning
Fall,3,Mist,4.22,3.998,0.87,0,87,Morning
Fall,3,Clear,5.16,5.0012,0.75,0,247,Morning
Fall,3,Mist,4.22,3.998,0.87,0,467,Morning
Fall,3,Mist,6.1,5.9978,0.61,0,239,Morning
Fall,3,Mist,7.04,7.001,0.57,0,142,Morning
Fall,3,Mist,7.98,7.9976,0.55,0,115,Morning
Fall,3,Mist,8.92,7.9976,0.57,6.0032,144,Morning
Fall,3,Mist,8.92,7.9976,0.57,7.0015,133,Evening
Fall,3,Mist,9.86,9.9974,0.54,6.0032,151,Evening
Fall,3,Mist,9.86,9.9974,0.54,7.0015,167,Evening
Fall,3,Mist,9.86,9.9974,0.54,7.0015,245,Evening
Fall,3,Mist,8.92,7.9976,0.57,7.0015,396,Evening
Fall,3,Mist,8.92,7.001,0.62,11.0014,390,Evening
Fall,3,Mist,8.92,7.9976,0.62,7.0015,268,Evening
Fall,3,Mist,7.98,7.001,0.66,7.0015,175,Night
Fall,3,Mist,7.98,5.9978,0.66,11.0014,154,Night
Fall,3,Clear,7.98,5.9978,0.66,11.0014,104,Night
Fall,3,Clear,7.04,5.0012,0.7,11.0014,51,Night
Fall,4,Clear,7.04,5.0012,0.7,11.0014,50,Night
Fall,4,Mist,7.04,5.0012,0.7,11.0014,20,Night
Fall,4,Mist,7.04,5.9978,0.7,8.9981,7,Night
Fall,4,Mist,7.04,5.9978,0.7,8.9981,3,Night
Fall,4,Mist,7.04,3.998,0.7,15.0013,6,Night
Fall,4,Mist,7.04,3.998,0.7,19.0012,24,Morning
Fall,4,Clear,7.04,5.0012,0.66,12.998,92,Morning
Fall,4,Clear,7.04,5.0012,0.7,12.998,258,Morning
Fall,4,Mist,7.98,5.0012,0.66,15.0013,457,Morning
Fall,4,Mist,8.92,5.9978,0.62,19.0012,280,Morning
Fall,4,Mist,10.8,11.0006,0.58,19.9995,109,Morning
Fall,4,Mist,10.8,11.0006,0.62,27.9993,135,Morning
Fall,4,Mist,13.62,13.997,0.59,32.9975,157,Morning
Fall,4,Mist,15.5,15.9968,0.55,23.9994,164,Evening
Fall,4,Mist,16.44,17,0.52,22.0028,132,Evening
Fall,4,Light Rain,16.44,17,0.55,15.0013,82,Evening
Fall,4,Light Rain,13.62,13.997,0.72,11.0014,131,Evening
Fall,4,Mist,16.44,17,0.59,19.0012,324,Evening
Fall,4,Mist,16.44,17,0.59,19.9995,377,Evening
Fall,4,Mist,16.44,17,0.59,19.0012,287,Evening
Fall,4,Clear,16.44,17,0.59,22.0028,221,Night
Fall,4,Clear,15.5,15.9968,0.63,19.9995,155,Night
Fall,4,Clear,16.44,17,0.63,22.0028,124,Night
Fall,4,Clear,16.44,17,0.63,22.0028,114,Night
Fall,5,Clear,15.5,15.9968,0.72,22.0028,72,Night
Fall,5,Clear,15.5,15.9968,0.72,15.0013,31,Night
Fall,5,Clear,14.56,15.0002,0.77,7.0015,23,Night
Fall,5,Clear,13.62,13.997,0.82,8.9981,5,Night
Fall,5,Mist,15.5,15.9968,0.59,12.998,5,Night
Fall,5,Clear,14.56,15.0002,0.44,26.0027,26,Morning
Fall,5,Mist,12.68,13.0004,0.33,19.9995,82,Morning
Fall,5,Mist,9.86,9.9974,0.46,19.9995,231,Morning
Fall,5,Clear,8.92,5.9978,0.46,27.9993,459,Morning
Fall,5,Clear,8.92,5.9978,0.46,26.0027,243,Morning
Fall,5,Clear,7.98,3.998,0.46,19.9995,132,Morning
Fall,5,Mist,7.98,3.998,0.42,19.9995,144,Morning
Fall,5,Mist,7.98,3.998,0.42,23.9994,173,Morning
Fall,5,Mist,7.98,3.998,0.39,23.9994,137,Evening
Fall,5,Mist,7.98,5.0012,0.42,15.0013,128,Evening
Fall,5,Mist,7.04,3.998,0.45,19.9995,153,Evening
Fall,5,Mist,7.04,3.998,0.45,15.0013,224,Evening
Fall,5,Mist,7.04,3.998,0.45,19.0012,365,Evening
Fall,5,Mist,7.04,3.998,0.45,16.9979,295,Evening
Fall,5,Mist,7.04,3.998,0.45,15.0013,214,Evening
Fall,5,Mist,7.04,5.0012,0.45,12.998,152,Night
Fall,5,Mist,7.04,5.0012,0.45,11.0014,102,Night
Fall,5,Mist,6.1,3.998,0.49,11.0014,106,Night
Fall,5,Mist,6.1,3.998,0.49,8.9981,75,Night
Fall,6,Clear,6.1,3.0014,0.49,19.0012,62,Night
Fall,6,Mist,6.1,3.0014,0.52,16.9979,43,Night
Fall,6,Mist,5.16,1.9982,0.56,15.0013,58,Night
Fall,6,Clear,4.22,1.0016,0.6,12.998,26,Night
Fall,6,Clear,3.28,-0.0016,0.65,11.0014,9,Night
Fall,6,Mist,4.22,1.0016,0.6,12.998,9,Morning
Fall,6,Mist,4.22,-0.0016,0.56,19.0012,17,Morning
Fall,6,Mist,4.22,1.0016,0.56,15.0013,20,Morning
Fall,6,Mist,4.22,1.0016,0.56,15.0013,59,Morning
Fall,6,Mist,4.22,-0.0016,0.56,16.9979,100,Morning
Fall,6,Mist,4.22,-0.0016,0.52,19.0012,181,Morning
Fall,6,Mist,5.16,1.0016,0.45,22.0028,209,Morning
Fall,6,Mist,5.16,1.0016,0.45,19.0012,244,Morning
Fall,6,Mist,5.16,1.9982,0.48,16.9979,236,Evening
Fall,6,Clear,5.16,1.0016,0.45,23.9994,237,Evening
Fall,6,Clear,5.16,1.0016,0.45,19.0012,228,Evening
Fall,6,Clear,5.16,1.9982,0.45,15.0013,222,Evening
Fall,6,Clear,4.22,1.0016,0.48,15.0013,165,Evening
Fall,6,Clear,4.22,-0.9982,0.48,26.0027,157,Evening
Fall,6,Light Rain,3.28,-2.0014,0.65,22.0028,106,Evening
Fall,6,Clear,2.34,-2.0014,0.69,16.9979,106,Night
Fall,6,Clear,1.4,-2.0014,0.75,11.0014,96,Night
Fall,6,Clear,1.4,-2.0014,0.75,11.0014,80,Night
Fall,6,Clear,1.4,-0.9982,0.75,0,69,Night
Fall,0,Clear,1.4,-2.0014,0.75,8.9981,71,Night
Fall,0,Clear,1.4,-0.9982,0.69,7.0015,46,Night
Fall,0,Clear,2.34,-0.0016,0.55,7.0015,41,Night
Fall,0,Clear,2.34,-2.0014,0.55,15.0013,18,Night
Fall,0,Clear,2.34,-2.0014,0.55,15.0013,1,Night
Fall,0,Clear,1.4,-0.9982,0.59,7.0015,5,Morning
Fall,0,Clear,1.4,-2.0014,0.59,8.9981,3,Morning
Fall,0,Clear,1.4,-2.0014,0.59,11.0014,12,Morning
Fall,0,Clear,1.4,1.0016,0.69,0,32,Morning
Fall,0,Clear,2.34,-0.9982,0.64,11.0014,81,Morning
Fall,0,Clear,3.28,-0.9982,0.6,16.9979,129,Morning
Fall,0,Mist,3.28,-0.9982,0.6,15.0013,188,Morning
Fall,0,Clear,4.22,1.0016,0.6,15.0013,228,Morning
Fall,0,Clear,6.1,1.9982,0.49,19.9995,228,Evening
Fall,0,Clear,6.1,3.0014,0.49,19.0012,219,Evening
Fall,0,Clear,7.04,3.998,0.45,19.0012,207,Evening
Fall,0,Clear,5.16,1.9982,0.48,16.9979,234,Evening
Fall,0,Clear,5.16,1.9982,0.46,11.0014,136,Evening
Fall,0,Clear,5.16,1.9982,0.45,12.998,138,Evening
Fall,0,Clear,4.22,1.9982,0.52,8.9981,135,Evening
Fall,0,Clear,3.28,1.0016,0.6,7.0015,104,Night
Fall,0,Clear,2.34,1.9982,0.64,0,89,Night
Fall,0,Clear,2.34,-0.9982,0.75,12.998,49,Night
Fall,0,Clear,1.4,-0.9982,0.75,7.0015,37,Night
Fall,1,Clear,1.4,-0.9982,0.75,6.0032,17,Night
Fall,1,Clear,0.46,-2.0014,0.8,6.0032,11,Night
Fall,1,Clear,0.46,-2.0014,0.8,6.0032,3,Night
Fall,1,Clear,-0.48,-2.998,0.86,6.0032,3,Night
Fall,1,Clear,-0.48,-4.0012,0.86,8.9981,4,Night
Fall,1,Clear,-1.42,-4.9978,0.93,7.0015,21,Morning
Fall,1,Clear,-0.48,-4.0012,0.86,7.0015,68,Morning
Fall,1,Clear,0.46,-2.0014,0.74,7.0015,191,Morning
Fall,1,Clear,1.4,-2.998,0.75,12.998,397,Morning
Fall,1,Clear,2.34,-2.0014,0.69,15.0013,183,Morning
Fall,1,Clear,3.28,-0.9982,0.67,12.998,108,Morning
Fall,1,Clear,4.22,-0.0016,0.65,16.9979,127,Morning
Fall,1,Clear,6.1,1.9982,0.61,22.0028,141,Morning
Fall,1,Clear,7.98,3.998,0.49,22.0028,142,Evening
Fall,1,Clear,8.92,7.001,0.46,15.0013,137,Evening
Fall,1,Clear,9.86,9.9974,0.46,11.0014,159,Evening
Fall,1,Clear,10.8,11.0006,0.4,16.9979,208,Evening
Fall,1,Clear,9.86,9.9974,0.46,12.998,378,Evening
Fall,1,Clear,8.92,7.001,0.5,12.998,354,Evening
Fall,1,Mist,8.92,7.001,0.53,11.0014,251,Evening
Fall,1,Clear,10.8,11.0006,0.4,11.0014,206,Night
Fall,1,Mist,8.92,7.001,0.53,8.9981,127,Night
Fall,1,Mist,8.92,7.001,0.57,11.0014,107,Night
Fall,1,Clear,8.92,7.001,0.53,11.0014,60,Night
Fall,2,Clear,8.92,7.9976,0.57,7.0015,21,Night
Fall,2,Clear,8.92,9.0008,0.53,0,6,Night
Fall,2,Mist,7.98,7.9976,0.61,0,11,Night
Fall,2,Mist,7.98,7.9976,0.61,0,2,Night
Fall,2,Mist,8.92,7.9976,0.53,7.0015,4,Night
Fall,2,Mist,8.92,9.0008,0.57,0,15,Morning
Fall,2,Mist,8.92,9.0008,0.57,0,72,Morning
Fall,2,Mist,8.92,9.0008,0.62,0,268,Morning
Fall,2,Mist,11.74,11.9972,0.54,6.0032,432,Morning
Fall,2,Mist,8.92,9.0008,0.66,0,259,Morning
Fall,2,Mist,11.74,11.9972,0.58,12.998,129,Morning
Fall,2,Mist,10.8,11.0006,0.62,11.0014,129,Morning
Fall,2,Mist,12.68,13.0004,0.54,8.9981,175,Morning
Fall,2,Mist,12.68,13.0004,0.54,8.9981,181,Evening
Fall,2,Mist,12.68,13.0004,0.58,7.0015,138,Evening
Fall,2,Mist,12.68,13.0004,0.54,0,154,Evening
Fall,2,Clear,12.68,13.0004,0.54,0,238,Evening
Fall,2,Clear,10.8,11.0006,0.62,11.0014,431,Evening
Fall,2,Clear,9.86,9.9974,0.66,12.998,411,Evening
Fall,2,Clear,9.86,9.9974,0.66,0,224,Evening
Fall,2,Clear,8.92,9.0008,0.66,0,147,Night
Fall,2,Clear,8.92,7.9976,0.66,6.0032,143,Night
Fall,2,Mist,8.92,9.0008,0.66,0,107,Night
Fall,2,Mist,9.86,9.9974,0.62,0,53,Night
Winter,3,Mist,7.98,5.9978,0.71,8.9981,25,Night
Winter,3,Mist,8.92,7.9976,0.66,7.0015,11,Night
Winter,3,Mist,8.92,9.0008,0.71,0,4,Night
Winter,3,Mist,8.92,9.0008,0.71,0,2,Night
Winter,3,Mist,8.92,9.0008,0.71,0,2,Night
Winter,3,Mist,9.86,9.9974,0.82,7.0015,28,Morning
Winter,3,Mist,8.92,9.0008,0.87,0,76,Morning
Winter,3,Mist,8.92,7.9976,0.87,7.0015,229,Morning
Winter,3,Light Rain,8.92,9.0008,0.93,0,405,Morning
Winter,3,Mist,10.8,11.0006,0.87,15.0013,234,Morning
Winter,3,Mist,14.56,15.0002,0.82,27.9993,89,Morning
Winter,3,Mist,14.56,15.0002,0.82,27.9993,56,Morning
Winter,3,Light Rain,13.62,13.997,0.88,26.0027,61,Morning
Winter,3,Light Rain,12.68,13.0004,0.94,19.9995,58,Evening
Winter,3,Mist,14.56,15.0002,0.88,23.9994,51,Evening
Winter,3,Mist,14.56,15.0002,0.88,26.0027,61,Evening
Winter,3,Light Rain,12.68,13.0004,1,22.0028,101,Evening
Winter,3,Light Rain,12.68,13.0004,1,22.0028,229,Evening
Winter,3,Mist,12.68,13.0004,1,19.9995,280,Evening
Winter,3,Mist,15.5,15.9968,0.94,22.0028,209,Evening
Winter,3,Mist,15.5,15.9968,0.94,23.9994,167,Night
Winter,3,Clear,15.5,15.9968,0.88,19.0012,123,Night
Winter,3,Clear,15.5,15.9968,0.88,16.9979,105,Night
Winter,3,Clear,15.5,15.9968,0.88,12.998,54,Night
Winter,4,Mist,15.5,15.9968,0.82,7.0015,27,Night
Winter,4,Clear,12.68,13.0004,0.94,6.0032,15,Night
Winter,4,Clear,14.56,15.0002,0.82,7.0015,11,Night
Winter,4,Clear,12.68,13.0004,0.67,11.0014,6,Night
Winter,4,Clear,9.86,9.9974,0.82,8.9981,3,Night
Winter,4,Clear,9.86,9.9974,0.82,0,16,Morning
Winter,4,Clear,8.92,9.0008,0.87,0,64,Morning
Winter,4,Clear,7.98,7.9976,0.93,0,186,Morning
Winter,4,Mist,8.92,9.0008,0.87,0,343,Morning
Winter,4,Mist,9.86,9.9974,0.87,6.0032,228,Morning
Winter,4,Mist,10.8,11.0006,0.82,6.0032,141,Morning
Winter,4,Mist,12.68,13.0004,0.77,0,145,Morning
Winter,4,Mist,14.56,15.0002,0.55,0,202,Morning
Winter,4,Mist,13.62,13.997,0.63,0,188,Evening
Winter,4,Mist,13.62,13.997,0.63,0,159,Evening
Winter,4,Mist,14.56,15.0002,0.59,0,214,Evening
Winter,4,Mist,13.62,13.997,0.63,0,256,Evening
Winter,4,Mist,12.68,13.0004,0.67,11.0014,356,Evening
Winter,4,Mist,12.68,13.0004,0.62,6.0032,288,Evening
Winter,4,Mist,12.68,13.0004,0.62,0,142,Evening
Winter,4,Light Rain,11.74,11.9972,0.71,0,33,Night
Winter,4,Light Rain,11.74,11.9972,0.71,0,17,Night
Winter,4,Light Rain,8.92,7.9976,0.93,7.0015,17,Night
Winter,4,Light Rain,10.8,11.0006,0.87,0,11,Night
Winter,5,Light Rain,10.8,11.0006,0.87,12.998,9,Night
Winter,5,Light Rain,10.8,11.0006,0.87,12.998,12,Night
Winter,5,Light Rain,9.86,9.9974,0.94,8.9981,13,Night
Winter,5,Light Rain,9.86,9.9974,0.94,8.9981,4,Night
Winter,5,Light Rain,9.86,9.9974,0.94,19.0012,2,Night
Winter,5,Clear,8.92,7.001,0.93,12.998,8,Morning
Winter,5,Clear,9.86,9.9974,0.82,16.9979,40,Morning
Winter,5,Clear,9.86,9.9974,0.82,15.0013,92,Morning
Winter,5,Clear,10.8,11.0006,0.76,16.9979,182,Morning
Winter,5,Clear,10.8,11.0006,0.66,19.9995,156,Morning
Winter,5,Clear,10.8,11.0006,0.62,23.9994,104,Morning
Winter,5,Clear,10.8,11.0006,0.58,30.0026,174,Morning
Winter,5,Clear,10.8,11.0006,0.54,35.0008,170,Morning
Winter,5,Clear,10.8,11.0006,0.5,31.0009,194,Evening
Winter,5,Clear,10.8,11.0006,0.54,27.9993,200,Evening
Winter,5,Clear,9.86,9.9974,0.54,23.9994,203,Evening
Winter,5,Clear,9.86,9.9974,0.5,19.9995,181,Evening
Winter,5,Clear,8.92,7.001,0.53,15.0013,140,Evening
Winter,5,Clear,8.92,5.9978,0.5,16.9979,95,Evening
Winter,5,Clear,7.98,5.9978,0.53,12.998,76,Evening
Winter,5,Clear,7.04,3.998,0.61,22.0028,50,Night
Winter,5,Clear,7.04,3.998,0.61,15.0013,32,Night
Winter,5,Clear,7.04,5.0012,0.66,12.998,47,Night
Winter,5,Clear,7.04,5.9978,0.66,8.9981,25,Night
Winter,6,Mist,7.04,5.0012,0.7,11.0014,23,Night
Winter,6,Mist,7.04,7.001,0.66,0,16,Night
Winter,6,Mist,7.04,5.9978,0.66,6.0032,26,Night
Winter,6,Mist,7.04,5.9978,0.7,6.0032,5,Night
Winter,6,Mist,7.04,5.0012,0.66,11.0014,3,Night
Winter,6,Mist,7.04,5.0012,0.66,11.0014,4,Morning
Winter,6,Mist,6.1,3.998,0.75,11.0014,10,Morning
Winter,6,Clear,6.1,1.9982,0.7,23.9994,10,Morning
Winter,6,Clear,5.16,1.9982,0.7,12.998,27,Morning
Winter,6,Clear,6.1,1.9982,0.45,27.9993,56,Morning
Winter,6,Clear,6.1,1.0016,0.42,32.9975,56,Morning
Winter,6,Clear,7.04,3.0014,0.39,23.9994,71,Morning
Winter,6,Clear,7.98,5.0012,0.39,19.0012,94,Morning
Winter,6,Clear,7.98,3.998,0.39,19.9995,121,Evening
Winter,6,Clear,7.98,3.998,0.39,19.9995,85,Evening
Winter,6,Clear,7.04,3.998,0.39,15.0013,97,Evening
Winter,6,Clear,7.04,5.0012,0.42,12.998,99,Evening
Winter,6,Clear,5.16,3.0014,0.45,8.9981,68,Evening
Winter,6,Clear,6.1,5.0012,0.42,6.0032,35,Evening
Winter,6,Clear,6.1,5.0012,0.52,6.0032,25,Evening
Winter,6,Clear,4.22,1.9982,0.56,8.9981,24,Night
Winter,6,Clear,4.22,1.0016,0.56,11.0014,19,Night
Winter,6,Clear,3.28,3.0014,0.52,0,20,Night
Winter,6,Clear,3.28,1.0016,0.56,0,17,Night
Winter,0,Clear,3.28,-0.9982,0.6,12.998,6,Night
Winter,0,Clear,2.34,-0.9982,0.69,8.9981,4,Night
Winter,0,Clear,2.34,1.0016,0.75,6.0032,2,Night
Winter,0,Clear,2.34,1.9982,0.72,0,4,Night
Winter,0,Clear,1.4,-0.9982,0.75,7.0015,1,Morning
Winter,0,Clear,1.4,-0.9982,0.75,7.0015,1,Morning
Winter,0,Clear,2.34,-0.0016,0.8,7.0015,4,Morning
Winter,0,Clear,1.4,-2.0014,0.8,11.0014,5,Morning
Winter,0,Clear,3.28,-0.0016,0.87,11.0014,23,Morning
Winter,0,Clear,4.22,-0.0016,0.81,16.9979,43,Morning
Winter,0,Clear,6.1,3.998,0.7,11.0014,85,Morning
Winter,0,Clear,6.1,1.9982,0.75,19.9995,66,Morning
Winter,0,Clear,7.04,3.998,0.7,16.9979,79,Evening
Winter,0,Clear,7.98,5.0012,0.61,16.9979,86,Evening
Winter,0,Clear,7.98,5.9978,0.61,12.998,91,Evening
Winter,0,Clear,8.92,7.9976,0.57,7.0015,86,Evening
Winter,0,Clear,7.98,5.9978,0.61,8.9981,44,Evening
Winter,0,Clear,7.04,5.0012,0.7,12.998,30,Evening
Winter,0,Clear,7.04,5.9978,0.57,8.9981,16,Evening
Winter,0,Clear,7.04,5.9978,0.49,6.0032,26,Night
Winter,0,Clear,6.1,3.998,0.56,8.9981,19,Night
Winter,0,Clear,5.16,1.9982,0.61,11.0014,17,Night
Winter,0,Clear,4.22,1.9982,0.65,8.9981,16,Night
Winter,1,Clear,2.34,-0.9982,0.75,11.0014,11,Night
Winter,1,Clear,5.16,1.9982,0.56,12.998,10,Night
Winter,1,Clear,7.98,5.0012,0.46,15.0013,7,Night
Winter,1,Clear,7.98,3.998,0.46,19.9995,2,Night
Winter,1,Clear,7.98,3.998,0.42,26.0027,4,Morning
Winter,1,Clear,7.04,3.998,0.45,19.0012,4,Morning
Winter,1,Clear,7.04,5.0012,0.45,12.998,19,Morning
Winter,1,Clear,7.04,5.9978,0.45,8.9981,18,Morning
Winter,1,Clear,7.98,3.998,0.46,19.9995,62,Morning
Winter,1,Clear,7.98,3.0014,0.42,35.0008,70,Morning
Winter,1,Clear,7.98,3.0014,0.46,39.0007,91,Morning
Winter,1,Clear,8.92,5.0012,0.43,31.0009,100,Morning
Winter,1,Clear,9.86,9.9974,0.4,19.9995,140,Evening
Winter,1,Clear,9.86,9.9974,0.4,22.0028,153,Evening
Winter,1,Clear,9.86,9.9974,0.4,16.9979,131,Evening
Winter,1,Clear,8.92,5.9978,0.43,19.0012,97,Evening
Winter,1,Clear,7.98,5.0012,0.46,15.0013,97,Evening
Winter,1,Clear,7.04,5.9978,0.49,6.0032,75,Evening
Winter,1,Clear,6.1,5.0012,0.65,6.0032,65,Evening
Winter,1,Clear,6.1,5.0012,0.56,6.0032,56,Night
Winter,1,Clear,4.22,3.998,0.7,0,49,Night
Winter,1,Clear,4.22,3.998,0.7,0,27,Night
Winter,1,Clear,4.22,1.9982,0.7,7.0015,29,Night
Winter,2,Clear,4.22,1.0016,0.7,11.0014,12,Night
Winter,2,Clear,4.22,1.9982,0.7,8.9981,6,Night
Winter,2,Clear,4.22,1.9982,0.7,8.9981,4,Night
Winter,2,Mist,6.1,3.0014,0.61,15.0013,3,Night
Winter,2,Mist,6.1,3.0014,0.65,15.0013,3,Night
Winter,2,Mist,6.1,1.9982,0.64,19.0012,8,Morning
Winter,2,Mist,6.1,1.9982,0.61,19.9995,35,Morning
Winter,2,Mist,6.1,3.0014,0.65,19.0012,80,Morning
